_id,code,description,name,_ColourGroup,_GraphicalAppearance,_GarmentGroup,_PerceivedColourValue,_PerceivedColourMaster,_Department,_Index,_ProductType
41557,0662948001,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neck, cuffs and hem.",Osman,455,0,410,424,433,73,386,505
41559,0662948003,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neck, cuffs and hem.",Osman,480,0,410,427,442,73,386,505
41567,0662948012,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neck, cuffs and hem.",Osman (1),468,0,410,425,441,73,386,505
41569,0662948013,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neck, cuffs and hem.",Osman (1),472,0,410,422,444,73,386,505
41574,0666534002,Long-sleeved dress in lightweight sweatshirt fabric with a flounced trim at the top and ribbing around the neckline and cuffs. Unlined.,ES Carolyn dress,458,0,401,422,434,112,392,525
41589,0662980002,"Long jumper in a soft knit containing some wool with a wide, ribbed polo neck and low dropped shoulders. Long, wide sleeves with ribbed cuffs and ribbing at the hem with slits in the sides. Slightly longer at the back.",Jafar,455,3,410,424,433,73,386,505
41592,0666578006,"Short dress in sturdy jersey with a round neck, short, flounced sleeves, a seam at the waist and tie belt that wraps over at the back. Gently flared skirt with concealed pockets in the side seams and a wide flounce at the hem. Unlined.",Suraia frill dress,461,0,404,422,437,156,386,525
41595,0666581001,"Sports bra in fast-drying functional fabric with lightly padded cups with removable inserts, wide shoulder straps and a mesh racer back. Elastic hem and a fastening at the back. Light support.",LOVE sport bra,458,2,404,422,434,164,391,501
41607,0666606001,"Joggers in sweatshirt fabric with a washed look. Elasticated drawstring waist, fake fly, side pockets, one back pocket, decorative stitching on the legs and ribbed hems.",Kevin sweatpants,450,12,404,422,430,228,394,507
41609,0666606002,"Joggers in sweatshirt fabric with a washed look. Elasticated drawstring waist, fake fly, side pockets, one back pocket, decorative stitching on the legs and ribbed hems.",Kevin sweatpants,472,12,404,422,444,228,394,507
41653,0666739001,Soft slippers with appliqués and embroidery. Pile linings and insoles and thermoplastic rubber (TPR) soles with anti-slip protection.,Fun Slipper,451,6,403,423,431,45,387,550
41665,0663035001,Jumper in a soft fine knit made from a soft wool blend with a ribbed polo neck and long raglan sleeves. Ribbing at the cuffs and hem and slits in the sides. Longer at the back.,Liz turtleneck jumper,473,0,410,422,443,275,386,505
41698,0667096005,"Gently flared, sleeveless jersey tunic.",ED Luna tunic,461,0,404,422,437,92,386,562
41703,0663176005,"Short jacket in soft faux fur with long sleeves, concealed hook-and-eye fasteners at the front and pockets in the side seams. Lined.",Bunny fur jacket,450,0,407,422,430,105,393,542
41755,0667299002,Scrunchie in elasticated glittery fabric with frills.,FRILL scrunchie,450,0,405,422,430,61,393,516
41787,0663282007,"5-pocket shorts in washed, stretch denim with a regular waist, zip fly and button, and sewn-in turn-ups at the hems. The cotton content of the shorts is partly recycled.",Jen Bermuda Shorts,456,7,406,424,434,98,393,528
41828,0667445002,"Double-breasted coat in soft, brushed twill with a detachable faux fur collar, velvet-covered buttons and diagonal pockets at the front. Satin lining.",Rufus Coat,450,0,407,422,430,138,386,542
41832,0667491002,Long-sleeved blouse in woven fabric with a small frilled collar with ties and a V-neck. Raglan sleeves with smocking and a frill at the cuffs.,Bloom,450,0,418,422,430,227,386,529
41837,0667499001,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back.",Despacito (1),450,0,418,422,430,227,386,562
41838,0667499003,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back.",Despacito,461,0,418,422,437,227,386,562
41841,0667499006,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back.",Despacito,450,1,418,422,430,227,386,562
41846,0667499012,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back.",Despacito,476,0,418,427,437,227,386,562
41989,0668364001,"V-neck swimsuit with narrow, adjustable shoulder straps, a low-cut back and high-cut legs. Detachable belt with a plastic fastener at the waist. Lined.",Poetic Swimsuit,450,0,409,422,430,51,387,522
42062,0668956002,"Shaping briefs in microfibre with a light shaping effect on the waist. High waist, lined gusset and cutaway coverage at the back. Laser-cut edges around the legs for a seamless, comfortable feel against the skin and minimal visibility under clothes.",hilly cheeky brief,463,0,402,424,439,87,387,521
42067,0668958001,"Block-striped cardigan in soft organic cotton with fine-knit and textured-knit sections, buttons down the front, long raglan sleeves and ribbing around the neckline, cuffs and hem.",MILES cardigan,473,1,404,425,441,149,388,534
42088,0669091004,"Zip-through hoodie in sweatshirt fabric with a jersey-lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Soft brushed inside.",ROBIN HOOD.,458,3,401,425,434,285,389,514
42120,0669215001,"Long-sleeved top in sweatshirt fabric in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem.",Madonna,459,3,401,422,433,30,386,505
42163,0669391003,"Push-up bra in microfibre and lace with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow hook-and-eye fastening at the back.",Kaluha Push Valencia,461,0,402,427,437,77,387,501
42177,0669500001,"Bra in microfibre and lace with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Adjustable shoulder straps, a lace racer back and metal front fastening.",Cardamom SP Andes Back Detail,450,0,402,422,430,77,387,501
42299,0671217002,"Short, fitted dress in sturdy, patterned jersey with short sleeves and ribbing around the neckline.",Katie Dress,481,13,415,427,437,76,393,525
42322,0678942001,"Short-sleeved jumper in a soft, fine-knit viscose blend with ribbing around the neckline, sleeves and hem.",Harrison short sleeve top CN,450,0,410,422,430,257,386,506
42405,0685273005,"Short, fitted dress in stretch jersey with a V-neck, narrow, adjustable shoulder straps and a wrapover front with ties at one side. Unlined.",Sassy dress,476,0,415,427,437,110,393,525
42427,0678942032,"Short-sleeved jumper in a soft, fine-knit viscose blend with ribbing around the neckline, sleeves and hem.",Harrison (1),452,0,402,424,431,291,386,505
42429,0678942037,"Short-sleeved jumper in a soft, fine-knit viscose blend with ribbing around the neckline, sleeves and hem.",Harrison (1),452,1,402,423,431,291,386,505
42432,0669715001,"Lace blouse with a small stand-up collar, an opening with a button at the back of the neck and long, wide sleeves. Scalloped edge at the collar, cuffs and hem. Unlined.",EMELIE LACE BLOUSE,450,22,418,422,430,178,393,562
42456,0678966005,"Jacket in washed denim with a collar, buttons down the front, flap chest pockets with a button and welt side pockets. Buttons at the cuffs and an adjustable tab at the sides of the hem.",Salmon Denim Jacket,456,7,407,424,434,105,393,542
42486,0678967001,"Coat in a felted weave with notch lapels, buttons down the front and welt side pockets. Unlined.",Roslin Wool Coat,455,0,407,424,433,105,393,547
42520,0685284002,Short skirt in stretch twill with a high waist with pleats and a detachable tie belt. Concealed zip in one side and side pockets. Unlined.,Bowy skirt,453,13,416,424,432,150,386,523
42525,0678983008,"Long-sleeved, turtleneck top in soft, ribbed jersey.",Tanya mock neck L/S,450,2,401,422,430,53,393,506
42534,0671497001,"Long-sleeved blouse in a viscose crêpe weave with a small stand-up collar, frill-trimmed bib front and covered button band. Wide, buttoned cuffs and a rounded hem. Slightly longer at the back.",EDC IRINA SHIRT,451,0,417,423,431,283,386,562
42563,0671515001,"Long-sleeved, polo-neck top in stretch viscose jersey with a slight sheen. Straight-cut hem.",EDC J CARLOTTA POLO TOP,450,0,417,422,430,283,386,549
42566,0671515003,"Long-sleeved, polo-neck top in stretch viscose jersey with a slight sheen. Straight-cut hem.",EDC J CARLOTTA POLO TOP,461,0,417,422,437,283,386,549
42568,0679011003,Ballet pumps with an elastic strap over the foot and a decorative bow at the front. Satin linings and insoles and thermoplastic rubber (TPR) soles.,Hannah basic ballerina SG,451,0,408,423,431,240,395,557
42611,0669882004,"Top in jersey crêpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem.",Thelma tie top,471,0,404,427,443,166,386,506
42622,0669882007,"Top in jersey crêpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem.",Thelma tie top,453,0,404,424,432,166,386,506
42631,0679031001,"Trousers in stretch imitation leather with a high waist, press-stud fly, zipped front pockets and slim legs.",Bon Jovi PU trouser,450,0,412,422,430,78,386,507
42694,0690933001,"5-pocket trousers in stretch twill with a regular waist, zip fly and button, and slim legs.",Solange Skinny R.W,450,0,412,422,430,209,386,507
42702,0685417001,"Knee-length dress in woven fabric with a round neckline and an opening with a concealed button at the back of the neck. Yoke with a pleat at the back, and long balloon sleeves with narrow cuffs.",Milk,450,2,415,422,430,188,386,525
42736,0685429002,"Straight-cut dress in a viscose weave with a boat neck and short, open sleeves with ties. Unlined.",Rose,490,2,415,423,443,188,386,525
42743,0669908001,Long-sleeved nursing top in soft viscose jersey with an elasticated seam and decorative ties at the waist and a wrapover front with a practical inner top for easier nursing access.,FRENZY N wraptop ls,450,0,404,422,430,36,386,562
42746,0690935006,"Ankle-length chinos in stretch cotton with a regular waist, zip fly and button, side pockets, fake welt back pockets and straight-cut legs that taper gently to the hems with creases.",Snow Chino R.W,456,1,412,423,434,209,386,507
42762,0690936001,"Linen joggers with a regular, elasticated, drawstring waist, side pockets, a fake back pocket and tapered legs.",Iris Linen Jogger R.W TVP,472,0,412,425,444,209,386,507
42777,0685448001,"Short, fitted dress in soft jersey made from a modal and cotton blend with a V-neck front and back and narrow shoulder straps. Sewn-in wrapover at the front and a seam at the waist with a sewn-in tie belt at the side.",J Tzatziki,452,2,415,424,431,188,386,525
42782,0685448005,"Short, fitted dress in soft jersey made from a modal and cotton blend with a V-neck front and back and narrow shoulder straps. Sewn-in wrapover at the front and a seam at the waist with a sewn-in tie belt at the side.",J Tzatziki,450,0,415,422,430,188,386,525
42796,0690936006,"Linen joggers with a regular, elasticated, drawstring waist, side pockets, a fake back pocket and tapered legs.",Iris Linen Jogger R.W,453,0,412,424,431,209,386,507
42802,0690936013,"Linen joggers with a regular, elasticated, drawstring waist, side pockets, a fake back pocket and tapered legs.",Iris Linen Jogger R.W TVP,453,1,412,424,432,209,386,507
42823,0671607001,Tights with a seam down the back of the legs. 30 denier.,Julie Seam At Back 1p tights,450,0,403,422,430,32,387,502
43010,0670077002,Silk tie in a grosgrain weave. Width 6 cm.,Tie Basic Silk Rips 6cm,457,0,405,424,447,109,389,558
43057,0685602002,"Swim shorts in woven fabric with an elasticated, drawstring waist, side pockets and a welt back pocket with a hook and loop fastening. Mesh inner shorts.",TOM SOLID,476,0,409,426,437,161,389,520
43080,0679278003,"Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow hook-and-eye fastening at the back.",Charlotte Push Melbourne,458,0,402,422,434,77,387,501
43094,0679278007,"Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow hook-and-eye fastening at the back.",Charlotte Push Melbourne,463,22,402,424,439,77,387,501
43115,0671777034,T-shirt in printed jersey with a chest pocket and short sleeves with sewn-in turn-ups.,Roll Up Tee,451,8,404,423,431,85,389,524
43130,0685604001,"Swim shorts in a patterned weave with an elasticated drawstring waist, side pockets and a back pocket with a hook and loop fastening. Mesh inner shorts.",TOM FANCY,458,1,409,422,434,161,389,520
43137,0679280007,"Lace bikini briefs with a low waist, lined gusset and cutaway coverage at the back.",Charlotte Bikini Lotus Low,476,0,402,427,437,77,387,521
43145,0679284001,"Super push-up bra in lace with decorative lace straps at the front and underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back.",Charlotte SP Straps Andes,450,11,402,422,430,77,387,501
43150,0679284006,"Super push-up bra in lace with decorative lace straps at the front and underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back.",Charlotte SP Straps Andes,461,11,402,422,437,77,387,501
43153,0679285001,"Push-up bra in microfibre and lace with moulded, padded cups for a larger bust and fuller cleavage. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back.",Samantha Push Melbourne,450,0,402,422,430,31,387,501
43200,0679287002,"Soft, non-wired microfibre bra with lace details and moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back.",Samantha chicago,450,0,402,422,430,77,387,501
43213,0671777039,T-shirt in printed jersey with a chest pocket and short sleeves with sewn-in turn-ups.,Roll Up Tee,451,17,404,423,431,85,389,524
43349,0685783001,Short skirt in imitation leather with decorative metal eyelets at the front and a visible zip at the back. Lined.,Ninja skirt,450,0,416,422,430,219,393,523
43353,0670233011,"Long-sleeved top in soft sweatshirt fabric with ribbing around the neckline, cuffs and hem. Soft brushed inside.",Sam crewneck,455,3,404,424,433,228,394,505
43354,0670244001,"Super push-up lace bra with decorative straps at the front and underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.",Cappuccino SP Andes,450,11,402,422,430,77,387,501
43409,0671852004,Fitted top in stretch jersey with a slight sheen. V-neck with a lace trim at the top and adjustable spaghetti straps.,Gwen Jersey Top,452,0,415,424,431,259,386,500
43530,0685813003,"Top in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside.",PETAR SWEATSHIRT,451,0,401,423,431,285,389,505
43533,0671985001,"Top in sweatshirt fabric made from a cotton blend with long raglan sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside. Regular fit.",JEKYL TWIST SWEATSHIRT,458,3,401,422,434,35,389,505
43558,0685813009,"Top in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside.",Petar Sweater,471,0,401,426,443,285,389,505
43610,0685813027,"Top in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside.",PETAR SWEATSHIRT,486,0,401,424,445,285,389,505
43644,0670507001,"Sleeveless blouse in a cotton weave with broderie anglaise, a round neckline and buttons down the front. Flounces down the front that continue back over the shoulders and a seam at the hem.",Vimmerby,451,21,418,423,431,179,386,529
43660,0691269001,"Blouse in a cotton weave with a collar, flounce at the top, buttons down the front and a gathered yoke at the back. Long sleeves with flounced, buttoned cuffs, and a gently rounded hem.",Praire Blouse,456,0,418,424,434,212,386,562
43670,0672018001,Top in soft cotton jersey with a glow-in-the-dark print motif on the front and long sleeves.,BOAZ FANCY L/S,450,18,404,422,430,207,392,524
43709,0685814001,"Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a lined, drawstring hood, long sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",RICHIE HOOD,450,0,401,422,430,285,389,514
43711,0685814003,"Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a lined, drawstring hood, long sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",RICHIE HOOD,451,0,401,423,431,285,389,514
43715,0685814004,"Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a lined, drawstring hood, long sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",Richie Regular Hood,466,0,401,427,435,285,389,514
43724,0685814007,"Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a lined, drawstring hood, long sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",RICHIE HOOD,478,0,401,422,444,285,389,514
43734,0672096006,"Top in soft, printed sweatshirt fabric with a lined hood, long sleeves and ribbing at the cuffs and hem. Soft brushed inside.",SIMPSON LOW PRICE HOOD,458,2,404,426,434,207,392,514
43754,0685814033,"Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a lined, drawstring hood, long sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",RICHIE HOOD,466,0,401,423,435,285,389,514
43819,0691418001,"Jacket in cotton denim with frayed details. Collar, buttons down the front, flap chest pockets with a button and discreet side pockets. Long sleeves with buttoned cuffs and a cut-off hem.",Kiev Trash Denim Jkt,456,7,407,424,434,105,393,542
43879,0685816001,Round-necked T-shirt in soft cotton jersey.,RONNY REG RN T-SHIRT,451,0,401,423,431,153,389,524
43913,0685816011,Round-necked T-shirt in soft cotton jersey.,RONNY R-NECK,454,0,401,425,432,153,389,524
43985,0685816039,Round-necked T-shirt in soft cotton jersey.,RONNY R-NECK,471,0,401,427,443,153,389,524
44057,0670698004,"5-pocket, ankle-length jeans in washed stretch denim in a relaxed fit with a high waist, zip fly and button and straight legs with cut-off, raw-edge hems.",Rachel HW Straight Denim TRS,469,0,412,427,434,103,393,507
44135,0670752003,"Long-sleeved jumper in soft, fine-knit cashmere with ribbing around the neckline, cuffs and hem, and slits in the sides. Slightly longer at the back.",PE VALERIE,475,0,419,422,436,278,386,505
44148,0672598002,Long-sleeved top in airy viscose jersey with a V-neck.,Nero,451,0,401,423,431,30,386,524
44150,0679853001,"Jumper in a soft knit with ribbing around the neckline, cuffs and hem.",Sirpa Basic TVP,450,0,410,422,430,157,393,505
44186,0685902001,"Fitted jumper in a soft rib knit with a polo neck, long sleeves and slits in the sides.",Shelly Poloneck,451,0,410,423,431,54,393,505
44196,0685902005,"Fitted jumper in a soft rib knit with a polo neck, long sleeves and slits in the sides.",Shelly Poloneck,454,0,410,425,432,54,393,505
44200,0672625009,"Sleeveless blouse in a crêpe weave with a stand-up collar, ties at the front, a yoke with a pleat at the back, and a rounded hem.",Contrast,458,0,418,425,434,204,386,562
44207,0679853016,"Jumper in a soft knit with ribbing around the neckline, cuffs and hem.",Sirpa Basic TVP,478,0,410,422,445,157,393,505
44274,0679854005,"Long-sleeved cardigan in a soft, loose knit with no buttons. The polyester content of the cardigan is recycled.",Maja Cardigan TVP,472,0,410,425,444,157,393,534
44316,0685985001,Imitation suede sandals with narrow straps and an adjustable ankle strap with a metal buckle. Imitation suede insoles and rubber soles. Heel 10 cm.,Mika sandalette,450,0,408,422,430,50,393,581
44354,0679881005,"Sleeveless top in sturdier jersey with smocking at the top, wide, smocked, frilled shoulder straps and a flare to the hem.",Molly smock top,451,0,404,423,431,156,386,506
44367,0671027001,"Short top in sweatshirt fabric with a jersey-lined drawstring hood, dropped shoulders and long sleeves with ribbed cuffs. Elasticated drawstring at the hem. Soft brushed inside.",Eighties hood,476,8,404,427,437,205,393,514
44388,0686031001,Imitation leather sandals with adjustable straps with a metal buckle. Moulded insoles and fluted ethylene-vinyl acetate (EVA) soles.,Martin Highlift(1),450,0,408,422,430,118,390,541
44432,0672892001,Set with a dress in an organic cotton weave and pair of tights in a knitted cotton blend with the cotton content being organic. Dress with buttons on the shoulders and a seam with pleats at the top. Tights with an elasticated waist and jacquard-knit feet.,ESSI checked dress set,476,13,404,427,437,149,388,525
44440,0691750004,Long-sleeved top in supersoft sweatshirt fabric with a brushed finish. Deep V-neck and a sewn-in wrapover at the front.,COZY WRAP TOP LS,459,3,404,422,433,208,386,505
44539,0691809002,"Short, A-line skirt in a jacquard weave with a concealed zip.",FRANCES SKIRT,451,10,416,423,431,111,393,523
44551,0691809006,"Short, A-line skirt in a jacquard weave with a concealed zip.",FRANCES SKIRT,451,1,416,423,431,111,393,523
44599,0691839001,"High-waisted, ankle-length trousers in twill with pleats at the top, a detachable belt, zip fly with a concealed hook-and-eye fastening, side pockets and tapered legs with creases.",Bonnie buckle HW tapered,450,0,412,422,430,78,386,507
44635,0686259001,"Super push-up bra in lace with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.",Stella SP Andes,450,0,402,422,430,77,387,501
44640,0686259004,"Super push-up bra in lace with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.",Stella SP Andes,458,0,402,422,434,77,387,501
44652,0691855005,"Short cotton twill skirt with a zip fly and button, front and back pockets and visible seams front and back.",MAYA SKIRT S.0,450,7,416,422,430,111,393,523
44656,0691855006,"Short cotton twill skirt with a zip fly and button, front and back pockets and visible seams front and back.",MAYA SKIRT S.0,456,7,416,424,434,111,393,523
44683,0691855020,"Short cotton twill skirt with a zip fly and button, front and back pockets and visible seams front and back.",MAYA SKIRT S.0,451,0,416,423,431,111,393,523
44684,0680262001,Sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Concealed key pocket in the waistband.,SUPREME tights,450,0,404,422,430,165,391,504
44692,0680262004,Sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Concealed key pocket in the waistband.,SUPREME tights,458,8,404,422,434,165,391,504
44697,0680262006,Sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Concealed key pocket in the waistband.,SUPREME tights,459,3,404,422,447,165,391,504
44734,0691890001,"Short dress in a patterned crêpe weave with a round neck, long puff sleeves, concealed zip at the back and seam at the waist. Unlined.",Irma dress,498,2,418,426,434,212,386,525
44750,0680263014,Yoga tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Key pocket in the waistband.,HAVANA tights,450,18,404,422,430,165,391,504
44752,0673281020,"Cardigan in soft, ribbed jersey with a small stand-up collar, zip down the front, side pockets and ribbing at the cuffs and hem.",KOCOUM BOMBER,478,10,404,422,445,102,389,534
44754,0680264001,"Running tights in fast-drying functional fabric with a wide waistband with a concealed drawstring, a zip at the hems and reflective details.",FLORIDA tights,450,0,404,422,430,165,391,504
44764,0680265002,Sports tights in fast-drying functional fabric with ribbing at the waist and a concealed key pocket in the waistband.,PLOPP tights,450,0,404,422,430,165,391,504
44769,0680265005,Sports tights in fast-drying functional fabric with ribbing at the waist and a concealed key pocket in the waistband.,PLOPP tights,458,8,404,422,434,165,391,504
44801,0673349002,"Ankle-length trousers in cotton corduroy with a high waist, zip fly and concealed hook-and-eye fastener. Fake back pockets and straight-cut legs that flare gently to the hem with creases front and back.",Lova cord,450,0,412,422,430,120,386,507
44832,0673396002,Belt in grained imitation leather with a metal buckle. Width approx. 2.2 cm.,Ringo hipbelt,450,0,405,422,430,49,390,517
44835,0692066001,"Short dress in a crêpe weave with a V-shaped opening at the back and ties at the back of the neck. Long sleeves with ties at the cuffs, a smocked seam at the waist and a flared, tiered, lined skirt.",Hanele dress,466,2,415,424,435,110,393,525
44845,0680318001,Running shorts in fast-drying functional fabric with an elasticated drawstring waist and mesh key pocket in the waistband. Layered over a pair of short running tights. The shorts are made partly from recycled polyester.,NORA shorts,450,0,419,422,430,232,391,528
44911,0680374001,"Blouse in a crêpe weave with a V-neck, yoke with a pleat at the back, long sleeves, wide cuffs with covered buttons, and a rounded hem. Longer at the back.",Lively X,451,0,418,423,431,227,386,562
44942,0692167001,"Trousers in stretch jersey containing glittery threads with a regular, elasticated waist and straight, wide legs with sewn-in creases.",Glitzy jersey straight RW trs,468,16,404,422,441,156,386,507
44965,0680391002,Scarf in woven fabric with fringes on the short sides.,Mary Scarf,450,0,405,422,430,108,390,546
45016,0692226004,Fitted strappy top in soft jersey made from a cotton blend.,Anita Tank,451,0,401,423,431,53,393,500
45124,0673677002,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",Henry polo. (1),450,0,410,422,430,257,386,505
45128,0673677003,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",Henry polo (1),458,0,410,422,434,257,386,505
45138,0686569001,"Sleeveless dress in woven fabric with a tulle skirt. Concealed zip at the back, seam at the top with a decorative flower, and a flared skirt in several asymmetric layers of tulle. Satin lining.",EVE partydress,466,0,420,424,435,189,388,525
45141,0686572001,Faux fur gilet with a button at the front. Lined.,LILIAN fur vest,453,0,420,424,431,189,388,555
45144,0673677011,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",Henry polo (1),484,0,410,425,441,257,386,505
45152,0673677015,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",Henry polo (1),458,0,410,422,434,257,386,505
45162,0692401002,"Long-sleeved top in soft sweatshirt fabric with a text motif on the front and a jersey-lined, wrapover hood with a decorative drawstring. Kangaroo pocket, and ribbing at the cuffs and hem. Soft brushed inside.",Noah casual hood TP,478,1,404,427,445,228,394,514
45170,0692401004,"Long-sleeved top in soft sweatshirt fabric with a text motif on the front and a jersey-lined, wrapover hood with a decorative drawstring. Kangaroo pocket, and ribbing at the cuffs and hem. Soft brushed inside.",Noah casual hood TP,457,15,404,424,433,228,394,514
45202,0673707002,"Joggers in sturdy stretch cotton twill with a regular, elasticated drawstring waist, fake fly, side pockets, welt back pockets with a button and tapered legs with elasticated hems.",Hunter,458,0,412,422,434,64,389,507
45205,0673707003,"Joggers in sturdy stretch cotton twill with a regular, elasticated drawstring waist, fake fly, side pockets, welt back pockets with a button and tapered legs with elasticated hems.",Hunter,450,0,412,422,430,64,389,507
45209,0673707004,"Joggers in sturdy stretch cotton twill with a regular, elasticated drawstring waist, fake fly, side pockets, welt back pockets with a button and tapered legs with elasticated hems.",Hunter,472,0,412,422,444,64,389,507
45247,0686631001,,Maggie RW tapered,450,0,412,422,430,78,386,507
45287,0673799001,"Ankle-length trousers in woven fabric with a high, elasticated waist, detachable tie belt, zip fly with a concealed hook-and-eye fastening, side pockets and tapered legs with creases.",Bow paperwaist,450,0,412,422,430,78,386,507
45290,0673799002,"Ankle-length trousers in woven fabric with a high, elasticated waist, detachable tie belt, zip fly with a concealed hook-and-eye fastening, side pockets and tapered legs with creases.",Bow paperwaist,455,3,412,425,433,78,386,507
45293,0673799003,"Ankle-length trousers in woven fabric with a high, elasticated waist, detachable tie belt, zip fly with a concealed hook-and-eye fastening, side pockets and tapered legs with creases.",Bow paperwaist,450,1,412,422,430,78,386,507
45325,0680846001,"Blouse in airy crêpe with a small stand-up collar, gathers at the back of the neck, buttons down the front and long raglan sleeves with buttoned cuffs. Rounded and longer at the back.",W LUKE OL OFFER,450,0,417,422,430,283,386,562
45330,0680846002,"Blouse in airy crêpe with a small stand-up collar, gathers at the back of the neck, buttons down the front and long raglan sleeves with buttoned cuffs. Rounded and longer at the back.",W LUKE OL OFFER,451,0,417,423,431,283,386,562
45332,0692709002,"Bikini top in lace with a decorative tie detail at the front and underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Ties at the back of the neck and an adjustable hook-and-eye fastening at the back.",Baby Lock Me Up SP,461,22,409,422,437,51,387,519
45333,0680846003,"Blouse in airy crêpe with a small stand-up collar, gathers at the back of the neck, buttons down the front and long raglan sleeves with buttoned cuffs. Rounded and longer at the back.",W LUKE OL OFFER,466,0,417,424,435,283,386,562
45423,0681096001,"Bolero in soft, fine-knit cotton with long sleeves and a faceted, heart-shaped sparkly stone button at the top.",Bristol Bolero,451,0,410,423,431,206,392,534
45472,0673900010,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button, and skinny legs.",Julia Denim Petite Trs 1,459,0,412,422,433,103,393,507
45537,0673901014,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and skinny legs.",Jade Denim Petite Trs 1,451,0,412,423,431,103,393,507
45619,0673940004,"Short, sleeveless dress in velour with a V-neck at the back, seam at the waist and gently flared skirt. Unlined.",Dragon J,450,0,415,422,430,110,393,525
45628,0673940008,"Short, sleeveless dress in velour with a V-neck at the back, seam at the waist and gently flared skirt. Unlined.",Dragon J,478,0,415,422,445,110,393,525
45666,0673983002,Scarf in a soft knit with yarn pompoms at the ends. Size 27x190 cm.,DAISY POM POM SCARF,455,3,405,425,433,65,393,548
